track_id,label
45119,6
11947,1
40244,2
11868,3
127996,4
114401,7
110736,3
45127,6
127062,2
6331,5
86763,7
14744,7
61587,6
97886,7
85788,7
131540,1
99442,7
94035,4
114409,7
109235,7
81543,4
117614,4
112197,1
148517,6
19418,6
145762,4
105670,0
126417,4
17608,5
56036,0
44793,1
73797,2
125617,4
57271,1
122399,7
110651,4
146151,3
60143,5
45149,0
51273,6
80000,2
54624,7
144454,4
52955,2
40683,0
27856,2
43865,3
75903,7
73370,0
116175,4
134791,4
139112,2
52945,2
64535,0
1706,7
51305,1
67829,1
45474,7
12346,1
71515,0
128879,1
48861,1
7377,1
106566,7
3535,6
27987,5
131919,4
119545,1
26654,0
59724,5
20432,5
149714,4
60038,5
143046,0
135224,5
63159,1
97286,7
6330,5
142516,2
108488,3
107852,2
85967,2
129190,4
45153,0
114289,0
36988,3
81945,2
9918,1
32686,3
96900,1
125287,0
4838,7
44354,1
126292,0
152103,5
145777,4
7528,6
116457,2
118195,1
89639,0
87189,6
75434,4
50449,7
55713,7
121656,4
139537,4
47199,1
114941,5
96898,1
115472,4
93918,4
122631,4
127206,6
116491,4
114411,7
6778,7
144423,0
126404,6
1102,7
75782,7
130369,6
57939,1
9477,1
113336,0
145744,3
120333,4
120513,4
106343,2
33067,5
53728,5
120518,7
148070,5
110103,0
112821,1
116448,2
54365,3
126559,1
29816,0
36614,6
113359,2
16997,7
115597,1
25669,5
130133,0
86485,4
57819,3
73365,0
127265,2
21228,3
86762,7
47506,2
60045,5
129088,7
127302,6
66535,7
63064,0
87642,0
6396,5
78849,3
12046,2
138018,4
133632,7
109687,3
36275,5
93942,6
48269,1
86730,1
139123,7
128815,4
121662,4
14661,2
47076,0
117450,7
56033,1
145555,2
137172,4
45102,0
81512,4
19416,6
114006,4
131951,5
143098,7
117886,7
19187,7
73584,2
124185,7
69787,1
98554,3
108847,3
55437,6
40133,7
71938,7
71225,3
111186,2
49066,1
127290,6
140,2
43173,5
105141,7
116586,1
45122,6
6370,5
129807,3
666,5
5171,2
126979,2
131903,2
110983,7
146150,3
42030,5
98576,3
82629,5
114291,0
13596,7
141873,0
126669,7
134936,5
66187,2
120304,4
80774,5
121985,1
145751,3
38955,6
109976,6
112317,7
71243,3
131449,6
126882,4
138317,7
32759,6
37324,6
48439,0
148131,4
131950,5
117288,0
98028,5
56247,6
12485,2
424,1
117631,2
147023,3
137895,3
131953,5
126778,2
64407,5
24739,5
147409,7
6383,5
98620,3
6443,3
124411,1
91796,2
117160,4
122395,7
114396,7
75383,3
118277,1
147126,4
133567,4
74383,1
138063,6
125183,2
61491,7
27258,2
115773,4
95506,7
110104,0
13666,7
40903,7
135089,1
63045,7
128799,1
112526,7
14579,4
118988,1
10675,7
120172,2
13218,6
113110,4
96944,6
42373,0
116243,0
36371,6
143218,7
114231,4
75395,3
91309,3
98229,1
3832,2
123866,7
146683,3
60535,5
133780,2
91163,6
45100,0
44791,1
41095,7
109972,6
147309,4
121735,6
111396,6
59686,5
150266,4
95250,7
6357,5
126671,7
117945,5
43868,3
64366,6
148214,2
4233,5
11917,3
118958,1
1082,5
43695,5
25031,5
10387,2
90527,4
99391,5
87186,6
63789,3
63250,2
58539,7
57821,3
137715,7
67412,7
72288,7
129097,7
38902,1
131796,4
75754,3
115591,1
133802,2
4076,5
56521,2
113281,5
40139,7
12350,2
63999,6
143186,1
89456,3
91161,6
44092,0
108812,3
64093,1
42235,5
99362,5
92556,0
53159,5
148124,4
52451,4
67362,6
75786,7
122511,4
49856,2
100976,0
128494,3
57937,1
14741,7
123427,7
129398,5
121314,3
44110,1
93075,2
11298,3
60755,5
116753,4
11777,3
89848,3
40237,2
45513,2
5159,2
85436,2
12690,5
7373,1
1544,2
117251,4
115850,1
118972,1
92535,2
540,2
58166,6
42241,5
113808,6
704,5
93364,0
112976,4
68353,6
11918,3
113030,3
108305,2
12531,3
144549,2
73465,6
11268,7
114393,0
45522,2
13199,3
74372,1
49062,1
86259,1
55236,5
109901,2
144740,3
29744,1
141264,1
15475,1
75933,3
112481,3
98297,7
62527,5
4096,5
68844,2
134922,5
85954,6
52642,0
69791,1
110735,3
141137,4
122353,2
121594,6
4067,2
148216,2
145551,2
75935,3
88863,2
17635,5
6442,3
91622,0
108492,3
36147,0
88861,2
145754,0
119025,1
10485,2
6606,3
130368,6
84141,1
50752,7
56498,3
69208,0
111385,6
104668,7
112000,4
134510,3
75386,3
133574,4
12352,2
143309,4
112488,3
126885,4
19184,7
64919,7
55113,3
69723,7
53729,1
137212,7
127269,6
100958,3
92949,4
62751,6
75399,3
113278,5
127180,6
73466,6
92574,1
16878,3
74370,1
98626,3
36959,6
45393,4
126416,4
27981,5
73568,2
16744,5
38784,5
126317,4
134054,0
11766,3
43867,3
135229,5
118087,1
60864,5
76130,6
53576,2
75747,3
92540,2
48488,5
126223,1
34167,3
73769,5
108840,3
6366,5
96675,3
64995,3
114239,4
108079,7
51112,1
38882,1
122648,4
67121,7
126018,4
129683,2
60547,5
124183,4
21657,6
120203,6
24422,3
67360,6
111311,7
11779,3
84736,4
44794,1
87070,0
13197,6
108490,3
126667,7
56646,7
85596,6
128885,4
127187,6
122622,4
132453,2
125004,7
8357,1
108025,4
142576,5
150268,4
69823,3
46241,1
19423,6
144810,1
43517,5
55123,3
48452,6
129187,4
135373,7
116704,2
54666,6
135039,2
39664,6
41191,2
73099,1
50448,7
96167,5
3910,2
47660,0
123097,2
108498,3
39359,7
98298,5
147020,3
55295,6
92275,0
146725,3
58162,6
50444,7
83512,6
140875,2
72784,3
142570,5
85840,0
67558,7
137418,7
4037,2
149422,1
121591,6
73341,0
86040,4
108863,5
122805,6
141594,5
90074,0
110263,3
137720,7
59682,5
58135,2
110259,3
124876,4
26010,3
87363,7
135223,5
37781,1
116464,1
149488,7
114042,3
138413,2
65063,0
127266,2
6857,2
56804,0
64007,6
145704,6
143221,7
134979,2
123971,3
109481,7
91793,2
10809,6
52954,2
48863,1
136469,3
145759,0
145706,6
115775,4
147059,1
13191,6
108878,4
43863,3
120199,6
4071,5
23353,0
101868,1
107251,5
126602,1
125817,4
107128,0
143217,7
140566,0
123506,0
41825,6
109957,6
45055,7
92466,0
75927,3
32328,6
111378,6
141590,5
133976,4
111335,7
10382,2
115926,2
152480,4
615,1
149523,7
107579,2
127720,7
7488,3
141616,0
98300,5
58541,7
4108,7
14572,4
5879,2
116527,4
123965,3
56694,5
139992,0
107799,7
86799,7
108475,4
14318,5
126291,4
97793,1
113696,5
47200,1
14542,3
36999,5
131791,4
39658,6
122578,6
149690,3
14684,2
127287,6
126234,4
4522,0
59454,6
68404,7
146970,2
103600,0
143290,3
122911,7
147295,2
141619,0
84605,6
59702,5
127210,4
126401,6
52044,6
139804,1
61670,6
120300,4
81895,1
122083,7
29480,2
29738,1
128443,3
72131,3
97043,3
142575,5
141567,3
44798,1
58542,7
100949,3
137605,7
115272,5
145431,4
142089,3
61736,6
129392,6
40938,7
25029,5
116525,1
113273,5
18887,7
91081,0
54464,5
68896,0
81033,2
38353,5
137722,7
108460,6
52122,5
99395,5
137998,7
44947,5
47659,0
140266,1
131554,7
131982,4
12387,6
55186,0
145552,2
125721,6
116119,1
58474,6
104277,0
197,2
106274,7
75883,2
11946,1
114076,4
86576,1
44804,1
49849,2
61668,3
19074,6
121930,5
122364,2
43869,3
29528,0
127519,4
129040,4
119719,2
110267,3
40233,2
42126,1
25233,5
53937,6
91468,6
64365,6
120298,4
11677,5
29128,6
108846,3
99393,5
80518,4
19707,2
64989,3
127343,0
126510,1
114880,5
85494,1
70655,3
133019,0
62749,6
46058,1
8256,2
131900,2
13668,0
36302,3
38776,5
35204,1
85952,6
136276,4
32332,6
62448,6
29718,3
126584,4
119895,4
98553,3
126674,7
86116,6
107532,4
127484,1
64079,6
120776,4
60548,5
128699,7
133538,4
123438,3
105196,2
77564,6
24365,5
29971,2
131985,4
113303,7
81457,4
16821,7
143215,7
10442,2
145241,7
118569,3
52036,6
83613,4
74362,0
62192,5
126227,1
63191,7
97846,0
120779,1
131979,7
95911,3
24367,5
74376,1
77521,1
71721,7
3492,7
144212,3
41147,0
74388,1
73519,7
70300,0
127288,6
55826,5
125192,2
31044,0
64519,3
72069,0
111150,4
122066,7
146019,4
115473,4
145702,6
72782,3
70873,6
88874,2
22088,3
124186,7
37417,3
113020,6
81803,4
123509,6
132954,3
4799,7
67366,6
26600,1
24429,3
36099,0
94039,4
83507,6
10381,2
133435,4
54443,5
51262,6
107595,2
137561,1
114070,4
99704,0
26658,0
74546,2
130168,3
122201,1
89991,1
56929,7
112788,1
11783,3
129910,3
126354,6
1701,2
128504,7
69789,1
112978,4
113023,6
91620,0
120771,4
117169,4
116446,2
100535,0
83511,6
4781,7
125377,6
110779,3
42139,1
32800,2
142553,6
144545,2
11839,3
72129,3
114940,5
32338,6
79985,2
84096,0
17344,6
706,5
73193,7
4234,5
7391,1
107046,6
144474,2
11933,7
92952,4
128476,6
114387,0
9678,1
3778,5
35008,1
45392,4
137173,4
32437,0
42029,5
54570,5
127356,5
88899,7
126490,2
12552,6
59823,1
123969,3
42048,6
26765,6
64990,3
59709,5
64988,3
76440,2
67661,7
80341,5
99361,5
52641,0
120099,6
57648,2
44950,5
110417,7
22479,6
133446,4
97544,0
84091,0
70878,6
6448,3
115002,4
97542,0
126276,4
44778,1
27198,5
36983,3
110637,7
125288,0
142097,4
39667,6
113305,7
133024,0
53588,2
66058,2
54578,5
92874,1
110688,0
72930,1
81084,2
112789,1
114942,5
26656,0
59706,5
43516,5
32329,6
122651,4
36966,6
97540,0
124554,0
22296,3
111399,6
37368,6
38908,1
81189,1
108524,0
58215,3
47196,1
108426,6
57662,7
137462,0
113344,2
99096,3
82930,4
107911,0
534,2
99438,7
141167,3
112199,1
43962,2
56467,5
87966,2
7483,3
7710,2
94037,4
86788,7
123821,7
1066,1
814,2
86678,3
62165,6
114045,3
108339,0
80758,5
10695,3
148076,5
147269,3
11019,1
149701,0
995,1
85973,2
25804,5
89178,3
45389,4
108880,4
37416,3
46162,1
7527,6
74375,1
130084,7
61160,3
12047,2
118496,1
75926,3
49812,7
10438,2
35734,2
35198,1
127870,5
108020,4
80687,5
72210,0
108531,0
55119,3
12692,5
45128,6
126316,4
128469,4
33203,0
133969,4
115892,4
705,5
138256,1
148285,6
47707,1
134094,1
134933,5
148444,0
145550,2
133731,7
130456,3
11775,3
1924,2
142539,5
127804,0
125237,1
113932,6
63626,1
131986,4
115814,0
145609,7
86256,1
104067,6
21422,0
104008,2
59718,5
136321,0
10575,2
45518,2
141562,3
30522,0
97545,0
111390,6
125681,4
122247,1
54063,2
16747,5
126406,6
28482,6
127915,6
107048,6
108429,6
10192,3
74445,2
109712,1
35199,1
68860,2
110440,2
67232,3
148212,2
114884,5
101112,5
71715,7
26322,1
54665,6
5936,2
60537,5
122352,2
21998,6
38824,5
60144,5
120329,4
52119,5
26301,1
67333,6
132789,6
83960,1
38890,1
73371,0
61821,7
13378,6
127203,6
85307,6
84198,0
134918,5
131918,4
18038,5
52128,5
127207,4
53496,0
149185,0
114050,3
122932,2
37111,4
121454,0
144546,2
1685,5
49067,1
48444,6
21891,0
143995,7
140565,0
108343,0
121592,6
71516,0
137168,4
55234,5
17345,6
69762,2
11818,3
64409,5
73124,0
75692,6
126231,4
85599,6
91177,5
29355,5
113019,6
114408,7
139769,7
130265,6
36567,1
56795,0
114201,7
1733,1
134448,0
59876,7
130347,2
37727,7
42761,7
67336,6
18043,5
76437,2
97373,1
58221,7
132679,4
6855,2
51114,1
133459,4
99374,5
68356,6
145730,3
127912,6
75612,4
27164,6
126103,6
105722,1
56692,5
51292,6
49842,2
12050,2
62528,5
144600,4
137627,7
73100,1
113270,5
3912,2
95910,3
79973,1
54626,7
130372,6
18159,2
108422,0
69197,0
116236,0
92888,1
122645,4
48464,0
113511,7
4688,3
87100,4
131941,5
12551,6
81576,4
110650,4
31040,0
115930,2
16879,3
55292,6
25608,5
68582,0
52041,6
145005,2
71230,3
138040,6
108050,1
126289,4
120331,4
11786,3
108525,0
110439,2
40238,2
88875,2
144548,2
111306,7
86416,3
62194,5
148290,6
139777,4
142084,3
75432,4
98770,0
37730,7
6463,2
63805,3
144801,4
72070,0
41812,7
126743,2
97424,0
139637,1
134929,5
133448,4
19442,6
58207,3
92549,0
128845,1
36428,0
64516,3
148113,4
11937,6
129808,3
40509,1
75785,7
119899,4
61010,2
105826,3
37423,3
56687,5
122635,4
110684,1
55719,7
52630,0
132142,5
123647,3
122632,4
42984,1
21231,6
52123,5
1663,6
14690,1
115764,7
96935,7
43024,5
4508,5
38904,1
145199,7
38351,5
132567,4
133272,7
91458,7
32336,6
107908,0
38966,1
106465,7
137907,2
106564,7
67639,0
60477,3
109448,2
109349,7
108456,6
144550,2
6517,7
62005,4
74365,0
137630,7
24898,1
89447,3
96693,2
140934,0
133293,1
54625,7
42463,2
144471,2
106456,2
144935,6
18350,2
55293,6
88848,2
46078,3
71249,3
62450,6
133572,4
47865,2
38557,7
42377,0
66073,0
53457,0
111460,1
122168,1
148603,2
125809,4
19441,6
137899,3
11772,3
121273,1
141166,3
72468,3
130218,3
114279,0
85490,2
125620,4
98618,3
71253,3
145758,0
120320,4
152254,5
11790,3
69784,1
51120,6
92562,0
44347,1
139776,4
13538,5
134934,5
42234,5
59681,5
55235,5
82881,1
133942,4
91085,0
87104,4
32327,6
121661,4
87965,2
33069,5
51111,1
65039,0
129973,7
130349,2
85486,2
64918,7
49394,1
137719,7
131794,4
25796,5
143304,4
133457,4
82890,1
72046,2
53724,5
114414,7
4685,3
98575,3
25605,5
122503,6
146478,7
52636,0
108299,2
131536,7
7481,3
114232,4
46157,0
73778,5
73175,2
152253,5
113789,4
73561,0
57968,7
113294,7
133333,1
114558,0
124460,7
4849,5
84152,1
69188,6
118922,0
64787,6
38781,5
42243,5
21895,0
65779,0
71231,3
140922,0
123278,7
79975,1
200,2
122685,7
132139,5
117161,4
4779,7
44949,5
106877,7
122807,6
119584,6
148513,6
55714,7
5,3
44782,1
75437,4
134453,4
26906,0
64858,1
129624,1
91958,2
108018,4
44917,7
33050,2
24975,1
108882,4
125616,4
148079,5
142088,3
56034,0
117630,2
36643,6
109144,1
129695,2
64537,0
132122,6
148077,5
130137,0
92366,0
81613,4
54467,5
144936,6
149778,1
35544,6
12490,2
131938,5
36388,6
64006,6
141592,5
138306,7
72233,0
119575,1
5170,2
14585,4
153955,6
114064,0
120196,6
89704,7
83439,2
54032,6
73550,3
112781,1
56798,0
91459,7
135226,5
87103,4
110102,0
48931,1
62195,5
70409,7
143300,4
71255,3
133545,4
127299,6
110765,3
43019,5
110771,3
118279,7
117846,1
29719,3
61493,7
117884,7
59561,7
129051,6
64593,5
130683,7
107389,7
120111,6
111400,6
111395,6
897,1
54163,7
73921,6
148133,4
133434,4
52000,5
40229,2
85692,2
58173,6
130454,3
135368,7
134388,6
142950,7
46928,6
86481,4
119898,4
126944,7
97215,2
75433,4
23013,0
85343,0
129879,5
42046,3
26014,3
126606,1
149143,4
14584,4
99389,5
125313,5
100479,3
150018,6
42020,5
131436,6
122457,0
66717,7
136054,7
37041,1
46043,1
105671,0
142672,3
148773,0
26036,3
148234,2
26674,7
38907,1
110274,1
56686,5
114374,4
53157,5
72206,0
12066,2
55402,7
94263,0
132019,1
62594,5
61012,2
148002,4
96902,1
85966,2
114384,0
79977,1
29526,0
131924,4
55828,5
11239,1
80517,4
7385,1
57665,5
109973,6
73520,7
105451,3
119922,7
36616,6
91088,0
64796,6
11861,3
91178,5
117669,5
12654,6
110629,1
81999,4
129094,7
70302,0
122499,6
134446,0
148602,2
81193,0
25055,6
121472,4
144938,6
132964,3
74937,2
72287,7
67364,6
122500,6
1735,1
57823,3
71714,7
6609,3
133276,7
135340,6
40250,4
80519,4
133729,7
73372,0
126455,2
54154,4
10377,1
141293,4
145606,7
82780,3
43858,3
126505,1
114037,3
97568,3
60549,5
94419,7
91185,5
11234,1
131553,7
23016,0
126603,1
62742,6
10481,2
108499,3
129674,3
33124,0
126414,4
81638,4
9307,1
28070,7
125337,1
8372,1
9511,7
38881,1
146689,3
116489,4
78851,3
108495,3
20375,4
142078,0
14363,3
138415,2
190,2
3765,7
122799,6
90982,3
135369,7
98238,4
131764,6
21996,6
143097,7
122533,6
110691,0
9512,5
126410,4
59675,5
84158,2
892,2
52448,4
64601,1
3532,6
127349,0
121453,0
113166,7
121660,4
141143,4
4099,5
148075,5
15543,1
133273,7
14316,5
115176,4
32687,3
43965,2
24747,5
73775,5
113279,5
107257,5
114943,5
149689,3
131385,1
144944,6
125824,4
129923,5
69201,0
77952,0
117961,1
144170,3
66525,4
15471,1
122087,7
73495,4
139933,0
52638,0
24512,1
126600,1
62586,7
142098,4
12394,3
51276,6
32694,3
71247,3
108885,4
85438,2
120313,4
12518,6
104227,7
91621,0
47916,7
95724,4
99703,0
118276,1
11921,3
150017,6
63457,2
37731,7
38321,5
73587,2
690,7
142362,3
4835,7
105682,7
64993,3
119900,4
96560,7
105917,2
210,2
43899,3
10671,7
116758,4
48493,5
44946,5
36994,3
7489,3
54468,5
73174,2
130752,4
111229,4
131980,4
40656,4
122363,2
112316,7
136134,2
133968,4
18112,1
110982,7
115735,7
144551,2
87191,6
31807,2
126883,4
61172,3
131451,6
49843,2
42138,1
133973,4
60037,5
141168,3
94036,4
95564,1
45523,2
141286,4
4101,5
10388,2
138406,2
131939,5
43533,5
115267,5
126219,4
138218,3
110410,7
135043,2
56559,7
121415,7
145260,7
116547,7
108024,4
29180,6
122397,7
111224,4
140258,0
128473,4
53379,3
35537,7
3263,2
79575,7
63255,2
127285,6
64992,3
67707,1
10385,2
133456,4
138064,6
73192,7
24420,3
29245,6
138016,2
69170,0
42375,0
68355,6
1661,6
74390,1
123760,4
51265,6
124425,2
78998,3
143219,7
128471,4
26021,3
36481,7
136467,3
53862,0
11200,6
133551,4
28179,0
64333,0
130945,2
135371,7
52631,0
43018,5
140939,1
73772,5
115948,2
119369,1
81938,2
44236,3
107184,5
99369,5
115766,7
107427,0
88960,7
111937,3
117626,4
134795,4
121929,5
78845,3
73306,7
98838,0
116098,4
136320,0
1666,6
66180,2
144424,0
129401,5
141288,4
138320,7
44796,1
117944,5
110775,3
23329,1
98203,0
78516,3
94426,3
92951,4
67017,2
72056,2
126283,4
147191,0
135370,7
127286,6
39607,0
91934,2
116345,0
75378,3
124177,4
108012,2
138067,6
59727,5
132786,6
114274,3
58052,1
104357,2
142093,3
74377,1
123441,3
131656,7
129880,5
52861,1
65893,2
17633,5
144542,2
114390,0
56496,3
114275,3
25606,5
72200,0
142085,3
11020,1
86562,7
55242,5
3950,7
24370,5
97794,1
116707,2
43768,5
51655,2
149103,6
107533,4
71693,3
119896,4
123835,7
9962,7
26008,3
75438,4
107810,6
1427,7
93915,4
3833,7
74348,7
110743,3
120315,4
43857,3
73776,5
3762,7
145746,3
50754,7
74386,1
129806,3
98579,3
117472,6
149082,6
110209,1
100959,3
80766,5
129402,5
64338,3
44780,1
42376,0
59660,5
82931,4
75371,3
3895,5
87121,7
73340,0
105887,2
118502,1
67016,2
119992,3
85828,0
118923,0
6854,2
38834,5
115923,2
145653,6
87160,0
11780,3
108300,2
89817,0
122475,6
59726,5
6783,2
132775,0
140620,3
115475,4
9550,7
110652,4
60533,5
58341,0
66076,0
6342,5
123764,4
104063,7
86419,7
66649,6
68410,1
88486,1
12348,2
69947,7
113787,4
64536,0
29255,6
126598,7
135028,2
115262,5
92950,4
38779,5
55430,6
86117,6
52628,0
87643,0
36799,1
148532,2
72134,3
89376,1
26641,7
98657,5
75373,3
122079,7
91851,7
120306,4
109537,0
55288,6
140609,3
90804,1
44799,1
118063,4
69732,0
135010,2
28274,7
62187,5
41381,6
126717,4
113164,7
75783,7
14570,4
50272,6
114040,3
105890,2
112210,4
12051,2
144940,6
110111,0
58161,6
142094,4
54580,5
130956,2
56493,3
16095,6
108416,0
54152,4
148114,4
52120,5
108866,5
118951,4
64253,1
155066,3
26169,6
60472,3
138578,0
128709,7
153946,2
125185,2
68891,0
75750,3
29530,0
71617,7
132141,5
73770,5
140583,2
20373,4
15771,0
134445,4
87102,4
105920,2
142418,7
128881,1
116871,4
105717,2
41605,1
35569,0
1732,1
142563,7
64865,1
6459,5
822,6
67331,6
110261,3
42789,7
109449,2
66539,7
144470,2
110206,1
64840,6
138216,3
108865,5
625,2
127037,4
68820,7
125820,4
39378,1
61161,3
17884,0
138207,7
20296,1
53381,3
131767,6
127339,7
88870,2
141303,4
76121,7
109684,3
32525,6
25032,5
125193,2
6389,5
108836,3
38912,1
84485,0
1681,5
120328,4
11673,5
133431,4
111367,6
122620,7
56010,1
127263,0
6367,5
95486,6
110208,1
12985,2
129053,6
97940,0
114405,7
18034,5
30895,0
98557,3
77522,1
75749,3
73368,0
108533,0
142079,0
125432,7
21409,6
17906,6
11638,4
135221,5
14386,3
8363,1
72514,6
127532,1
71246,3
101116,5
110681,1
127497,4
33068,5
113275,5
126607,1
110744,3
71174,3
6358,5
51113,1
126605,1
92948,4
126294,7
97814,1
125333,1
129405,5
6603,3
128816,4
148607,6
44822,5
97894,7
12532,6
92282,0
87108,4
146968,2
122081,7
69222,0
55238,5
91900,1
91471,6
121665,4
24741,5
133022,0
126427,6
98617,3
108016,2
43594,5
81792,4
147413,7
47657,0
118629,0
82914,4
107188,5
117287,0
149100,6
51659,2
29741,1
80520,4
35550,6
1930,7
40245,2
141,2
12484,2
123488,4
69830,3
106277,7
113018,6
75787,7
114283,0
114298,0
91228,2
121659,4
51158,1
60474,3
144592,0
136137,2
129403,5
131911,4
7713,2
148130,4
81586,4
96169,5
72064,7
138060,7
148186,2
97588,2
134034,7
53578,2
72234,3
54064,2
49072,1
126187,4
149625,3
133332,1
112001,4
113266,5
7872,7
107949,5
103521,4
60146,5
5268,3
12508,2
127294,6
12053,2
111394,6
36145,0
